Variables,mean_vals,var_vals,sd_vals
NN,1.7141509433962265,14.674247699541695,3.830698069483119
percent_sgd,1.9865542136132075,13.540474925897477,3.67973843172276
pH,8.034841894849057,0.00951774895192696,0.09755895116249949
Phosphate,0.1660062893081761,0.013567280717417614,0.11647867065440615
Salinity,34.031341686603774,1.5427889104059826,1.2420905403415576
Silicate,15.570849056603773,823.9146853967026,28.703914112829676
